NCGC00260230-01,0
NCGC00184995-01,1
NCGC00260471-01,0
NCGC00256746-01,0
NCGC00183024-01,1
NCGC00159390-02,0
NCGC00254857-01,1
NCGC00257696-01,0
NCGC00256901-01,1
NCGC00255833-01,0
NCGC00258817-01,0
NCGC00025347-01,0
NCGC00095321-04,0
NCGC00260051-01,0
NCGC00257461-01,1
NCGC00016725-01,0
NCGC00256234-01,0
NCGC00183011-01,0
NCGC00254957-01,0
NCGC00016384-10,1
NCGC00017055-01,0
NCGC00259717-01,0
NCGC00094792-01,0
NCGC00259246-01,0
NCGC00257824-01,0
NCGC00256459-01,0
NCGC00256330-01,0
NCGC00024257-04,0
NCGC00255469-01,0
NCGC00259524-01,0
NCGC00182851-01,0
NCGC00257948-01,1
NCGC00257365-01,0
NCGC00255025-01,0
NCGC00015547-02,0
NCGC00258271-01,0
NCGC00254920-01,0
NCGC00091088-05,0
NCGC00258745-01,0
NCGC00015162-04,0
NCGC00255122-01,0
NCGC00167508-01,1
NCGC00259272-01,0
NCGC00255181-01,0
NCGC00256681-01,0
NCGC00260143-01,0
NCGC00259085-01,0
NCGC00096074-01,0
NCGC00016429-05,0
NCGC00255816-01,0
NCGC00255581-01,0
NCGC00249414-01,0
NCGC00259567-01,0
NCGC00166260-01,1
NCGC00259291-01,0
NCGC00259506-01,0
NCGC00259544-01,0
NCGC00016666-01,0
NCGC00181353-01,1
NCGC00183014-01,0
NCGC00258395-01,0
NCGC00259385-01,0
NCGC00159452-02,0
NCGC00167426-01,0
NCGC00015439-06,0
NCGC00258163-01,0
NCGC00257763-01,0
NCGC00255952-01,1
NCGC00181301-01,0
NCGC00247718-01,0
NCGC00260384-01,0
NCGC00253960-01,0
NCGC00259838-01,0
NCGC00259571-01,0
NCGC00260259-01,0
NCGC00258864-01,0
NCGC00164553-01,0
NCGC00257443-01,0
NCGC00255307-01,1
NCGC00257872-01,0
NCGC00168775-01,0
NCGC00254824-01,0
NCGC00259585-01,0
NCGC00168787-01,1
NCGC00256264-01,0
NCGC00257821-01,0
NCGC00255255-01,0
NCGC00255632-01,0
NCGC00256443-01,1
NCGC00159503-02,1
NCGC00182034-01,0
NCGC00260433-01,0
NCGC00255896-01,0
NCGC00258816-01,0
NCGC00254473-01,0
NCGC00256130-01,0
NCGC00254017-01,0
NCGC00260504-01,1
NCGC00256167-01,0
NCGC00254776-01,0
NCGC00258480-01,0
NCGC00090708-03,0
NCGC00258639-01,0
NCGC00255408-01,0
NCGC00255322-01,1
NCGC00094897-01,0
NCGC00016705-05,0
NCGC00257190-01,0
NCGC00181027-01,0
NCGC00256667-01,0
NCGC00257091-01,0
NCGC00257719-01,0
NCGC00090991-02,0
NCGC00254395-01,0
NCGC00259876-01,0
NCGC00258586-01,0
NCGC00256323-01,1
NCGC00015985-03,0
NCGC00257536-01,0
NCGC00255659-01,0
NCGC00255745-01,0
NCGC00255085-01,0
NCGC00257665-01,0
NCGC00255685-01,0
NCGC00255570-01,1
NCGC00258240-01,0
NCGC00260266-01,0
NCGC00091285-01,0
NCGC00257842-01,0
NCGC00255151-01,0
NCGC00256885-01,0
NCGC00258347-01,0
NCGC00017063-01,0
NCGC00159486-02,0
NCGC00095896-01,1
NCGC00255678-01,0
NCGC00160573-01,0
NCGC00257366-01,0
NCGC00065440-02,0
NCGC00259233-01,0
NCGC00257087-01,0
NCGC00095933-01,1
NCGC00257170-01,0
NCGC00256894-01,0
NCGC00254290-01,0
NCGC00255606-01,0
NCGC00164621-01,0
NCGC00260110-01,0
NCGC00016646-02,0
NCGC00260094-01,0
NCGC00256849-01,0
NCGC00255220-01,0
NCGC00257473-01,0
NCGC00256944-01,0
NCGC00095191-01,0
NCGC00091261-03,0
NCGC00259467-01,0
NCGC00260500-01,1
NCGC00259745-01,0
NCGC00255092-01,0
NCGC00023212-07,0
NCGC00254550-01,0
NCGC00258029-01,0
NCGC00164378-01,0
NCGC00257957-01,0
NCGC00260086-01,0
NCGC00259909-01,0
NCGC00183025-01,0
NCGC00182043-01,0
NCGC00160613-01,0
NCGC00254779-01,1
NCGC00094108-02,0
NCGC00255922-01,0
NCGC00256531-01,0
NCGC00256723-01,0
NCGC00016491-01,0
NCGC00091071-01,1
NCGC00257265-01,0
NCGC00182550-01,0
NCGC00094088-01,1
NCGC00016479-06,0
NCGC00259824-01,0
NCGC00256967-01,0
NCGC00259131-01,0
NCGC00258292-01,0
NCGC00025002-02,0
NCGC00015562-18,0
NCGC00258845-01,1
NCGC00258934-01,0
NCGC00181914-01,1
NCGC00182079-02,0
NCGC00260392-01,0
NCGC00255211-01,1
